message_id,category,confidence,reason
MSG_0078,Sensitive Information,0.8,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0079,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0080,Promotional,0.85,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0081,Promotional,0.85,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0082,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0083,Action Required,0.75,The sender is asking the recipient to renew something before the given deadline.
MSG_0084,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0085,Promotional,0.85,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0086,Sensitive Information,0.75,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0087,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0088,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0089,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0090,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0091,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0092,Promotional,0.8,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0093,Personal Information,0.8,The message contains information about a personal emergency contact.
MSG_0094,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0095,Sensitive Information,0.75,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0096,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0097,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0098,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0099,Personal Information,0.75,The message contains a personal detail about the sender.
MSG_0100,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0101,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0102,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0103,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0104,Promotional,0.85,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0105,Promotional,0.8,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0106,Sensitive Information,0.8,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0107,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0108,Personal Information,0.75,The message contains a personal detail about the sender.
MSG_0109,Personal Information,0.85,The message contains information about a personal emergency contact.
MSG_0110,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0111,Action Required,0.75,The sender is asking the recipient to review something or complete a review before a deadline.
MSG_0112,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0113,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0114,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0115,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0116,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0117,Sensitive Information,0.75,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0118,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0119,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0120,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0121,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0122,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0123,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0124,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0125,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0126,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0127,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0128,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0129,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0130,Sensitive Information,0.75,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0131,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0132,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0133,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0134,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0135,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0136,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0137,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0138,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0139,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0140,Sensitive Information,0.75,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0141,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0142,Promotional,0.85,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0143,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0144,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0145,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0146,Personal Information,0.75,The message contains a personal detail about the sender.
MSG_0147,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0148,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0149,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0150,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0151,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0152,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0153,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0154,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0155,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0156,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0157,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0158,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0159,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0160,Action Required,0.75,The sender is asking the recipient to submit required work or information.
MSG_0161,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0162,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0163,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0164,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0165,Personal Information,0.75,The message contains a personal detail about the sender.
MSG_0166,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0167,Promotional,0.85,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0168,Meeting or Event,0.8,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0169,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0170,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0171,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0172,Sensitive Information,0.75,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0173,Action Required,0.75,The sender is asking the recipient to review something or complete a review before a deadline.
MSG_0174,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0175,Action Required,0.75,The sender is asking the recipient to review something or complete a review before a deadline.
MSG_0176,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0177,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0178,Action Required,0.75,The sender is asking the recipient to renew something before the given deadline.
MSG_0179,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0180,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0181,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0182,Personal Information,0.75,The message contains a personal detail about the sender.
MSG_0183,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0184,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0185,Personal Information,0.75,The message contains a personal detail about the sender.
MSG_0186,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0187,Sensitive Information,0.8,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0188,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0189,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0190,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0191,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0192,Promotional,0.8,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0193,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0194,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0195,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0196,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0197,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0198,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0199,Sensitive Information,0.75,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0200,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0201,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0202,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0203,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0204,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0205,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0206,Promotional,0.8,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0207,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0208,Action Required,0.75,The sender is asking the recipient to submit required work or information.
MSG_0209,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0210,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0211,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0212,Personal Information,0.75,The message contains a personal detail about the sender.
MSG_0213,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0214,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0215,Action Required,0.75,The sender is asking the recipient to review something or complete a review before a deadline.
MSG_0216,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0217,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0218,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0219,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0220,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0221,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0222,Meeting or Event,0.8,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0223,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0224,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0225,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0226,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0227,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0228,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0229,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0230,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0231,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0232,Action Required,0.75,The sender is asking the recipient to renew something before the given deadline.
MSG_0233,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0234,Promotional,0.8,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0235,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0236,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0237,Promotional,0.85,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0238,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0239,Personal Information,0.75,The message contains a personal detail about the sender.
MSG_0240,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0241,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0242,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0243,Sensitive Information,0.75,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0244,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0245,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0246,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0247,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0248,Personal Information,0.85,The message contains information about a personal emergency contact.
MSG_0249,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0250,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0251,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0252,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0253,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0254,Sensitive Information,0.8,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0255,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0256,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0257,Sensitive Information,0.8,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0258,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0259,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0260,Personal Information,0.75,The message contains a personal detail about the sender.
MSG_0261,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0262,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0263,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0264,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0265,Action Required,0.75,The sender is asking the recipient to make a payment or pay a bill.
MSG_0266,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0267,Sensitive Information,0.8,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0268,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0269,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0270,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0271,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0272,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0273,Sensitive Information,0.75,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0274,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0275,Meeting or Event,0.8,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0276,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0277,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0278,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0279,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0280,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0281,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0282,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0283,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0284,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0285,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0286,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0287,Action Required,0.75,The sender is asking the recipient to respond to a message or request.
MSG_0288,Sensitive Information,0.75,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0289,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0290,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0291,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0292,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0293,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0294,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0295,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0296,Personal Information,0.85,The message contains information about a personal emergency contact.
MSG_0297,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0298,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0299,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0300,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0301,Action Required,0.75,The sender is asking the recipient to respond to a message or request.
MSG_0302,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0303,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0304,Promotional,0.85,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0305,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0306,Action Required,0.75,The sender is asking the recipient to review something or complete a review before a deadline.
MSG_0307,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0308,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0309,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0310,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0311,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0312,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0313,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0314,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0315,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0316,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0317,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0318,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0319,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0320,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0321,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0322,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0323,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0324,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0325,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0326,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0327,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0328,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0329,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0330,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0331,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0332,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0333,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0334,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0335,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0336,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0337,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0338,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0339,Action Required,0.75,The sender is asking the recipient to make a payment or pay a bill.
MSG_0340,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0341,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0342,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0343,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0344,Sensitive Information,0.75,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0345,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0346,Sensitive Information,0.75,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0347,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0348,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0349,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0350,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0351,Sensitive Information,0.75,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0352,Sensitive Information,0.8,"The message contains potentially sensitive personal, financial, authentication, or health information."
MSG_0353,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0354,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0355,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0356,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0357,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0358,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0359,Meeting or Event,0.75,"The message refers to a scheduled meeting, event, appointment, or planned activity."
MSG_0360,Action Required,0.75,The sender is asking the recipient to perform a specific action.
MSG_0361,General Information,0.75,The message provides general information or an update without requesting a specific action.
MSG_0362,Promotional,0.75,"The message promotes a product, service, discount, sale, or promotional offer."
MSG_0363,General Information,0.75,The message provides general information or an update without requesting a specific action.
